CNTYVTD,VTDKEY,BidenD_20G_President,TrumpR_20G_President,JorgensenL_20G_President,HawkinsG_20G_President,Write-InW_20G_President
"1410166",3307,871,657,15,16,0
"1410167",3308,1207,475,23,23,0
"1410168",3309,1411,803,17,15,0
"1410169",3310,1010,424,20,18,0
"1410170",3311,1024,640,20,8,0
"1410171",3312,779,285,19,9,0
"1410172",3313,1272,576,13,9,0
"1410173",3314,446,277,8,3,0
"1410174",3315,9,0,0,0,0
"1410175",3316,107,37,1,3,0
"1410176",3317,446,269,10,1,0
"1410177",3318,228,131,6,0,0
"1410178",3319,380,287,5,7,0
"1410179",3320,228,60,6,4,0
"1410180",3321,758,288,8,6,0
"1410181",3322,1464,865,48,9,0
"1410182",3323,848,378,24,5,0
"1410183",3324,1,0,0,0,0
"1410184",3325,1,0,0,0,0
"1410185",3326,248,202,3,0,0
"1410186",3327,277,159,8,2,0
"1410187",3328,0,1,0,0,0
"1410188",3329,37,27,2,0,0
"1410189",3330,5,3,1,0,0
"1410190",3331,0,0,0,0,0
"1410191",3332,1,0,0,0,0
"1410192",3333,1563,1111,26,9,0
"1410193",3334,860,597,8,1,0
"1410194",3335,1003,635,39,7,0
"1410195",3336,1103,714,36,13,0
"1410196",3337,1152,532,19,7,0
"1410197",3338,1267,516,15,11,0
"1410198",3339,1081,528,27,9,0
"1410199",3340,389,310,6,1,0
"1410200",3341,514,257,13,3,0
"1410201",3342,903,500,22,5,0
"1410202",3343,987,592,12,6,0
"1410203",3344,1999,1105,28,14,0
"1410204",3345,525,315,6,5,0
"1410205",3346,1170,499,22,11,0
"1410206",3347,249,114,2,2,0
"1410207",3348,659,226,14,3,0
"1410208",3349,487,209,17,4,0
"1430010",3350,204,530,11,3,0
"1430011",3351,104,271,10,5,0
"1430012",3352,156,737,10,1,1
"1430018",3353,200,1168,9,2,2
"1430019",3354,138,891,15,0,0
"1430020",3355,154,697,12,3,0
"1430021",3356,157,800,12,0,1
"1430023",3357,65,308,3,0,2
"1430024",3358,121,477,6,0,0
"1430025",3359,64,502,7,0,1
"1430030",3360,58,449,2,2,1
"1430031",3361,121,827,10,1,0
"1430032",3362,183,961,27,3,1
"1430033",3363,215,390,14,1,2
"1430034",3364,125,893,8,2,3
"1430035",3365,40,56,1,1,1
"1430041",3366,62,550,3,0,1
"1430044",3367,174,1473,15,3,2
"1430045",3368,288,736,26,4,4
"1430046",3369,107,374,7,4,1
"1430047",3370,180,594,10,0,1
"1450101",3371,170,176,2,2,0
"1450104",3372,61,449,5,0,0
"1450105",3373,217,315,3,0,0
"1450201",3374,75,333,0,1,0
"1450203",3375,253,33,1,2,0
"1450204",3376,345,126,1,1,0
"1450301",3377,58,364,4,1,0
"1450302",3378,61,126,1,0,0
"1450303",3379,40,418,1,1,0
"1450304",3380,189,485,3,1,0
"1450403",3381,189,531,9,2,0
"1450404",3382,105,474,7,2,0
"1450405",3383,136,347,7,0,0
"1470001",3384,215,806,11,1,1
"1470002",3385,103,841,7,0,0
"1470003",3386,132,284,3,2,0
"1470004",3387,247,664,5,1,0
"1470005",3388,63,366,1,1,0
"1470006",3389,85,478,3,1,0
"1470007",3390,53,320,1,0,0
"1470009",3391,96,611,7,1,0
"1470010",3392,316,1598,22,3,1
"1470011",3393,285,1533,27,3,0
"1470012",3394,114,761,6,1,0
"1470013",3395,112,507,9,1,0
"1470015",3396,74,597,12,2,0
"1470016",3397,33,203,1,0,0
"1470018",3398,434,1602,30,4,1
"1470019",3399,293,1000,10,2,0
"1490002",3400,28,141,4,0,0
"1490003",3401,54,262,3,1,5
"1490004",3402,115,494,1,2,3
"1490005",3403,15,167,0,0,0
"1490006",3404,75,302,1,1,3
"1490007",3405,83,400,2,2,0
"1490008",3406,46,281,0,0,0
"1490009",3407,48,178,1,0,0
"1490010",3408,69,425,1,2,8
"1490011",3409,60,301,5,0,1
"1490012",3410,77,255,2,0,0
"1490013",3411,110,423,6,2,0
"1490014",3412,34,184,0,0,0
"1490015",3413,53,266,4,1,1
"1490016",3414,278,842,8,1,3
"1490017",3415,43,315,0,0,1
"149001E",3416,123,545,8,1,1
"149001N",3417,468,1130,9,2,4
"149001W",3418,143,429,8,1,1
"1490020",3419,97,486,4,3,0
"1490021",3420,30,179,0,0,0
"1490022",3421,32,118,0,0,0
"1490023",3422,30,165,0,1,1
"1490024",3423,31,169,0,0,1
"1490025",3424,405,1352,13,4,6
"1490026",3425,103,353,3,2,0
"1510001",3426,72,405,1,0,0
"1510004",3427,90,420,7,2,0
"1510010",3428,88,274,9,1,0
"1510012",3429,102,349,4,2,0
"1530001",3430,127,600,6,0,0
"1530009",3431,5,70,1,0,0
"1530018",3432,103,534,3,1,0
"1530023",3433,104,233,1,1,1
"1530024",3434,49,94,2,0,0
"153024BA",3435,50,53,2,0,0
"153024BB",3436,0,0,0,0,0
"1550101",3437,21,69,3,0,0
"1550201",3438,19,139,1,0,0
"1550301",3439,28,110,0,1,0
"1550401",3440,31,127,2,0,0
"1571001",3441,518,843,8,11,6
"1571002",3442,344,57,4,5,2
"1571003",3443,1270,303,8,3,5
"1571007",3444,3724,2993,84,22,14
"1571008",3445,171,550,7,0,0
"1571010",3446,607,2479,26,7,7
"1571012",3447,675,764,20,7,2
"1571013",3448,929,991,24,11,3
"1571015",3449,246,742,4,4,0
"1571018",3450,320,1246,7,2,4
"1571021",3451,68,507,6,0,1
"1571024",3452,182,579,6,2,1
"1571025",3453,1319,1700,33,14,5
"1571037",3454,730,915,8,13,2
"1571040",3455,967,305,13,10,3
"1571048",3456,690,384,13,6,6
"1571054",3457,116,169,6,4,0
"1571058",3458,961,239,14,3,1
"1571067",3459,1464,830,17,6,1
"1571068",3460,30,332,3,2,2
"1571072",3461,17,61,0,0,0
"1571073",3462,331,524,7,3,1
"1571074",3463,1646,1188,34,7,10
"1571076",3464,2619,1474,27,20,13
"1571085",3465,1181,1136,31,8,3
"1571087",3466,656,939,16,2,13
"1571094",3467,3,1,0,0,0
"1571097",3468,2031,1894,53,6,19
"1571103",3469,1723,2703,42,13,12
"1571109",3470,397,355,2,2,2
"1571114",3471,2621,275,16,10,3
"1571118",3472,2882,2808,43,11,19
"1571120",3473,952,1531,17,1,6
"1571128",3474,1015,1790,23,4,8
"1571134",3475,2286,764,26,16,7
"1571141",3476,1371,1579,17,6,6
"1571152",3477,511,713,4,3,3
"1571153",3478,1424,112,6,7,2
"1571154",3479,1256,992,24,10,5
"1572016",3480,1568,1254,17,18,11
"1572017",3481,1586,110,4,7,2
"1572022",3482,1166,1308,29,5,9
"1572023",3483,1159,181,6,6,0
"1572031",3484,1656,143,5,11,4
"1572033",3485,619,246,10,1,0
"1572034",3486,2866,261,17,11,3
"1572036",3487,673,45,1,2,1
"1572043",3488,388,150,5,7,0
"1572050",3489,1969,103,9,6,5
"1572051",3490,1564,84,11,11,2
"1572052",3491,1545,114,7,9,3
"1572055",3492,679,34,2,3,0
"1572056",3493,316,112,6,2,2
"1572059",3494,1415,140,7,7,6
"1572060",3495,1649,702,13,10,5
"1572061",3496,2219,1692,36,6,9
"1572066",3497,2312,857,28,19,5
"1572070",3498,687,462,6,2,2
"1572075",3499,1182,134,5,14,3
"1572077",3500,1287,210,8,13,2
"1572078",3501,280,151,2,0,0
"1572081",3502,669,261,4,6,4
"1572088",3503,1337,544,9,10,3
"1572089",3504,938,56,2,5,1
"1572090",3505,293,266,5,1,3
"1572091",3506,318,169,7,1,3
"1572092",3507,369,202,1,1,1
"1572093",3508,261,84,2,1,0
"1572096",3509,1240,530,18,9,7
"1572099",3510,1547,938,19,16,5
"1572100",3511,1216,614,16,10,5
"1572101",3512,1729,670,14,11,3
"1572106",3513,2745,1183,21,21,11
"1572108",3514,3580,1224,30,10,15
"1572112",3515,210,65,2,0,1
"1572115",3516,978,289,12,3,2
"1572116",3517,1355,115,8,8,3
"1572123",3518,1363,101,4,6,3
"1572136",3519,173,71,1,2,0
"1572137",3520,237,113,1,1,0
"1572138A",3521,236,102,3,0,1
"1572138B",3522,3,1,0,0,0
"1572139A",3523,24,17,2,1,0
"1572139B",3524,5,3,0,0,0
"1572151",3525,1361,688,11,7,3
"1572157",3526,1553,1255,15,7,7
"1573004",3527,1164,1617,27,7,10
"1573005",3528,933,2520,26,3,13
"1573006",3529,2972,5072,82,18,24
"1573009A",3530,865,1540,17,7,12
"1573009B",3531,0,0,0,0,0
"1573014",3532,1921,3168,44,8,13
"1573019",3533,198,574,6,2,1
"1573032",3534,1341,672,11,6,4
"1573038",3535,2011,2332,54,9,19
"1573041",3536,465,1061,13,2,0
"1573053",3537,0,1,0,0,0
"1573057",3538,1752,2267,41,9,11
"1573063",3539,777,1799,25,2,8
"1573069",3540,196,166,6,1,1
"1573083",3541,2261,1267,34,9,12
"1573095",3542,1727,1506,35,11,12
"1573098",3543,1114,663,25,6,2
"1573104",3544,1687,2534,42,11,11
"1573113",3545,3619,1226,31,19,11
"1573122",3546,1167,1794,39,4,13
"1573130",3547,1722,2259,52,6,12
"1573132",3548,1820,2027,42,12,16
"1573133",3549,1211,1798,42,4,11
"1573142",3550,1549,1787,48,3,12
"1573143",3551,2480,2778,56,15,12
"1573144",3552,1418,1991,34,6,11
"1573145",3553,1002,1137,22,4,2
"1573146",3554,2394,2566,49,18,16
"1573148",3555,3205,4907,93,12,18
"1573149",3556,919,3447,39,3,9
"1573150",3557,3493,1656,27,13,6
"1573156",3558,578,1345,14,3,5
"1573159",3559,1079,1142,27,4,6
"1573160",3560,936,818,17,10,2
"1574011",3561,552,658,17,4,3
"1574020",3562,881,1425,29,3,10
"1574026",3563,1244,1127,20,10,8
"1574027",3564,1,0,0,0,0
"1574028",3565,1011,790,15,3,7
"1574029",3566,577,882,23,9,10
"1574030",3567,1069,1073,20,10,7
"1574035",3568,720,675,12,5,8
"1574039",3569,474,253,1,3,1
"1574042",3570,285,515,7,1,3
"1574044",3571,1758,1370,21,5,6
"1574045",3572,795,610,15,10,3
"1574046",3573,1310,1099,24,10,6
"1574047",3574,397,253,5,1,2
"1574049A",3575,1750,909,20,9,5
"1574049B",3576,0,0,0,0,0
"1574062",3577,1658,1089,23,2,6
"1574064",3578,413,421,9,3,2
"1574065",3579,2524,1837,45,12,6
"1574071",3580,274,189,1,0,2
"1574079",3581,190,156,3,1,2
"1574080",3582,634,478,11,3,4
"1574082",3583,2460,2912,39,12,19
"1574084",3584,665,546,8,0,7
"1574086",3585,1174,638,12,3,8
"1574102",3586,1133,692,9,6,5
"1574105",3587,965,767,17,8,4
"1574107",3588,641,927,10,5,5
"1574110",3589,1038,902,20,10,5
"1574111",3590,493,519,15,5,4
"1574117",3591,3052,1765,52,16,8
"1574119",3592,1154,1420,18,8,7
"1574121",3593,340,205,3,1,7
"1574124",3594,2098,1119,22,12,7
"1574125",3595,1969,1111,26,8,1
"1574126",3596,1653,1016,21,6,6
"1574127",3597,1326,923,25,7,10
"1574129",3598,3227,2310,32,12,20
"1574131",3599,688,714,16,4,5
"1574135",3600,3252,2053,40,19,20
"1574140",3601,1139,1318,22,10,7
"1574147",3602,3160,1530,19,9,14
"1574155",3603,1301,676,16,8,4
"1574158",3604,1353,588,5,3,2
"1590101",3605,144,690,9,1,0
"1590102",3606,41,362,2,0,0
"1590201",3607,56,385,1,0,0
"1590202",3608,137,485,3,3,0
"1590301",3609,83,510,3,0,0
"1590302",3610,96,489,6,3,0
"1590401",3611,155,756,4,0,0
"1590402",3612,92,484,8,1,0
"1610001",3613,280,1880,18,2,3
"1610002",3614,297,774,13,3,2
"1610003",3615,6,115,0,0,0
"1610004",3616,40,294,1,0,0
"1610005",3617,360,1178,6,4,0
"1610006",3618,41,329,4,0,0
"1610007",3619,109,433,7,4,3
"1610008",3620,71,360,2,3,0
"1610009",3621,79,317,1,0,0
"1610010",3622,21,225,2,0,0
"1610011",3623,187,240,2,1,0
"1610012",3624,34,100,2,0,0
"1610013",3625,17,239,3,0,0
"1610014",3626,64,299,2,0,0
"1610015",3627,29,208,4,1,0
"1630001",3628,419,386,4,1,0
"1630002",3629,286,191,4,0,0
"1630003",3630,324,145,6,1,0
"1630004A",3631,352,480,4,1,0
"1630004B",3632,7,19,0,0,0
"1630005",3633,108,314,0,0,0
"1630006",3634,102,299,1,0,0
"1630008",3635,350,300,0,2,0
"1630009",3636,301,288,3,2,0
"1630010",3637,173,401,1,2,0
"1650002",3638,112,1224,13,1,1
"1650003",3639,121,1840,14,0,0
"1650004",3640,105,780,12,2,0
"1650005",3641,12,145,1,0,0
"1650006",3642,35,114,2,0,0
"1650007",3643,75,170,1,2,0
"1650008",3644,75,543,7,4,0
"1650009",3645,41,539,4,1,0
"1670103",3646,158,860,7,0,0
"1670104",3647,137,620,5,2,0
"1670105",3648,78,83,7,2,0
"1670142",3649,711,868,25,5,3
"1670144",3650,539,1196,18,5,2
"1670146",3651,786,1294,25,5,4
"1670148",3652,966,1534,48,7,2
"1670150",3653,621,985,19,3,4
"1670151",3654,574,1724,24,6,2
"1670152",3655,1241,2437,51,9,7
"1670159",3656,948,1809,29,3,3
"1670165",3657,1323,2868,52,6,10
"1670166",3658,705,1529,40,5,7
"1670167",3659,1326,3009,56,10,6
"1670168",3660,0,2,0,0,0
"1670169",3661,0,1,0,0,0
"1670170",3662,726,1486,37,2,2
"1670172",3663,90,282,0,2,0
"1670192",3664,173,295,2,1,0
"1670193",3665,693,1324,36,3,3
"1670197",3666,193,411,13,2,0
"1670218",3667,1243,1049,36,8,2
"1670219",3668,934,1097,24,9,1
"1670220",3669,1767,2879,67,15,8
"1670221",3670,520,1211,7,2,3
"1670223",3671,1150,1047,25,5,3
"1670224",3672,1194,1152,23,4,2
"1670225A",3673,514,1886,26,7,3
"1670225B",3674,0,0,0,0,0
"1670226",3675,540,1296,17,9,1
"1670227",3676,404,1939,22,2,4
"1670228",3677,382,2098,31,6,4
"1670232",3678,643,698,15,5,0
"1670258",3679,276,1488,12,1,5
"1670263",3680,2057,4074,77,8,16
"1670274",3681,167,458,6,0,0
"1670275",3682,97,195,1,0,0
"1670276",3683,766,972,17,5,6
"1670277",3684,291,1596,22,1,2
"1670278",3685,332,1780,18,2,3
"1670279",3686,152,784,6,4,1
"1670280",3687,426,537,4,0,1
"1670281",3688,38,107,0,0,1
"1670283",3689,981,1563,20,8,5
"1670301",3690,520,397,10,3,2
"1670306",3691,2039,1316,51,14,12
"1670309",3692,27,54,0,0,1
"1670311",3693,502,145,11,6,1
"1670312",3694,6,1,0,0,0
"1670314",3695,1778,666,32,6,4
"1670315",3696,1615,866,37,14,0
"1670316A",3697,923,533,19,0,2
"1670316B",3698,3,1,0,0,0
"1670330",3699,1018,569,10,6,1
"1670331",3700,1236,336,3,4,1
"1670334",3701,639,203,5,7,1
"1670336",3702,2400,346,9,10,4
"1670338",3703,1499,952,33,6,4
"1670340",3704,332,53,6,3,1
"1670341",3705,386,474,15,4,2
"1670343",3706,672,550,13,2,2
"1670345",3707,408,83,3,1,1
"1670347",3708,632,253,9,3,1
"1670389",3709,284,150,2,1,1
"1670391",3710,49,48,0,0,0
"1670394",3711,11,8,0,0,0
"1670398",3712,174,131,1,1,0
"1670399",3713,91,86,2,1,0
"1670401",3714,0,0,0,0,0
"1670439",3715,821,1670,26,9,5
"1670453",3716,1393,2457,68,10,8
"1670454",3717,1305,1977,58,11,9
"1670455",3718,547,904,20,3,2
"1670456",3719,735,2038,25,7,4
"1670457",3720,999,2568,48,8,4
"1670460",3721,977,3033,57,11,9
"1670461",3722,741,2227,33,10,13
"1670462",3723,1166,3082,60,10,11
"1670464",3724,745,1608,38,7,5
"1670471",3725,799,1099,31,4,4
"1670482",3726,22,129,2,0,0
"1670487",3727,1715,3408,74,10,5
"1670488",3728,1085,1967,59,6,10
"1670490",3729,1248,2382,59,10,9
"1671051",3730,247,207,8,3,3
"1671651",3731,0,0,0,0,0
"1672321",3732,0,0,0,0,0
"1672322",3733,0,0,0,0,0
"1672323",3734,54,287,2,1,1
"1672801",3735,0,0,0,0,0
"1673061",3736,0,0,0,0,0
"1673301",3737,1,2,0,0,0
"1673311",3738,130,109,3,2,0
"1674391",3739,6,13,1,0,0
"1690001",3740,38,334,3,0,0
"1690002",3741,57,438,0,1,0
"1690003",3742,50,285,0,3,0
"1690004",3743,55,188,1,0,0
"1690005",3744,15,71,0,0,0
"1690006",3745,16,97,1,0,0
"1710001",3746,504,1444,17,2,0
"1710002",3747,279,761,9,3,0
"1710003",3748,210,632,8,2,0
"1710004",3749,553,1558,23,2,0
"1710005",3750,152,1248,15,1,1
"1710006",3751,96,427,3,0,0
"1710007",3752,416,1823,22,0,1
"1710008",3753,44,229,3,0,0
"1710009",3754,16,147,1,0,0
"1710010",3755,158,639,12,0,0
"1710012",3756,340,1705,7,5,1
"1710013",3757,257,1383,15,1,0
"1710015",3758,152,518,5,0,1
"1730001",3759,7,179,2,0,0
"1730002",3760,11,123,1,0,0
"1730003",3761,6,147,0,0,0
"1730004",3762,15,162,0,0,0
"1750011",3763,252,386,1,2,1
"1750012",3764,35,313,0,0,0
"1750021",3765,226,395,7,0,1
"1750022",3766,52,125,1,0,0
"1750031",3767,125,448,0,0,1
"1750032",3768,52,437,6,0,1
"1750041",3769,45,260,4,0,0
"1750042",3770,53,436,4,0,1
"1750043",3771,37,285,1,0,1
"1770001",3772,426,1316,13,4,0
"1770002",3773,340,695,11,3,0
"1770003",3774,278,719,8,3,0
"1770005",3775,86,366,2,1,0
"1770007",3776,61,266,5,0,0
"1770008",3777,52,209,2,1,0
"1770009",3778,298,388,4,0,0
"1770010",3779,74,313,2,0,0
"1770011",3780,15,165,0,1,0
"1770012",3781,32,105,1,0,0
"1770013",3782,43,229,2,0,0
"1770014",3783,8,59,1,0,0
"1770015",3784,32,241,1,0,0
"17704/6",3785,203,556,5,2,0
"1790001",3786,15,289,3,1,0
"1790002",3787,154,1391,19,6,0
"1790003",3788,1,100,3,0,0
"1790004",3789,39,442,3,1,0
"1790005",3790,205,1842,31,3,0
"1790006",3791,202,1731,16,1,0
"1790007",3792,213,1045,22,4,0
"1810101",3793,1031,1316,28,12,2
"1810102",3794,795,494,15,3,2
"1810103",3795,69,357,3,1,4
"1810104",3796,108,631,5,0,3
"1810105",3797,945,3823,52,6,14
"1810106",3798,382,1688,25,8,3
"1810107",3799,195,1242,15,2,3
"1810108",3800,181,1176,10,2,5
"1810201",3801,721,1507,33,7,9
"1810202",3802,625,1536,27,7,3
"1810203",3803,264,380,6,8,2
"1810204",3804,175,608,7,4,2
"1810205A",3805,531,2330,25,6,6
"1810205B",3806,1,7,0,0,0
"1810206",3807,283,770,8,1,4
"1810207",3808,145,680,7,1,2
"1810208",3809,250,855,13,2,2
"1810209",3810,153,742,7,1,2
"1810210",3811,209,1337,18,4,4
"1810301",3812,499,907,15,1,4
"1810302",3813,1326,2721,46,10,12
"1810303",3814,124,602,6,1,0
"1810304",3815,676,1290,29,2,6
"1810305",3816,173,957,12,3,1
"1810306",3817,394,2442,23,4,2
"1810307",3818,199,1386,17,4,2
"1810308",3819,146,790,14,2,0
"1810309",3820,112,495,9,1,7
"1810401",3821,488,508,16,3,2
"1810402",3822,514,1202,18,4,6
"1810403",3823,440,1857,19,7,4
"1810404",3824,525,2213,26,5,8
"1810405",3825,133,215,3,2,0
"1810406",3826,312,1861,15,4,2
"1810407",3827,46,51,1,0,0
"1810408A",3828,328,820,16,2,1
"1810408B",3829,63,151,3,1,0
"1810409",3830,945,2216,42,5,8
"1830001",3831,374,795,12,3,3
"1830002",3832,820,1889,34,6,2
"1830003",3833,730,1698,37,6,1
"1830004",3834,582,1920,33,3,3
"1830005",3835,611,2095,41,7,1
"1830006",3836,303,1497,23,3,1
"1830007",3837,434,1923,27,6,3
"1830008",3838,866,2254,38,5,2
"1830009",3839,904,2051,33,5,4
"1830010",3840,1012,1641,21,9,0
"1830011",3841,737,2159,37,3,0
"1830012",3842,401,2866,43,5,1
"1830013",3843,444,1491,29,9,0
"1830014",3844,479,2699,26,7,0
"1830015",3845,267,587,11,6,0
"1830016",3846,492,2328,32,9,2
"1830017",3847,260,276,4,1,0
"1830018",3848,1160,1113,17,7,2
"1830019",3849,1682,301,20,4,1
"1830020",3850,1143,415,25,4,0
"1830021",3851,1095,495,8,5,3
"1850001",3852,218,1162,8,2,0
"1850002",3853,66,618,8,0,0
"1850003",3854,600,395,11,5,0
"1850004",3855,198,1001,12,3,0
"1850005",3856,290,939,6,2,0
"1850006",3857,462,748,12,2,1
"1850007",3858,150,688,7,2,0
"1850008",3859,73,341,3,1,0
"1850009",3860,51,263,0,0,0
"1850010",3861,144,1097,13,1,0
"1850011",3862,32,171,5,2,0
"1850012",3863,197,508,9,1,0
"1850014",3864,273,1112,20,9,0
"1850015",3865,79,389,4,0,0
"1870101",3866,137,352,7,2,1
"1870102A",3867,244,529,4,1,1
"1870102B",3868,5,10,0,0,0
"1870103",3869,154,352,5,3,0
"1870104",3870,316,328,9,1,1
"1870105",3871,502,1606,28,11,5
"1870106",3872,802,1575,31,13,9
"1870107",3873,180,724,6,2,0
"1870108",3874,194,374,7,1,4
"1870109",3875,85,342,3,0,0
"1870110",3876,74,104,2,1,0
"1870111",3877,49,50,0,1,0
"1870112",3878,109,44,4,1,2
"1870113",3879,248,569,16,3,0
"1870114",3880,256,487,13,3,0
"1870115",3881,42,202,0,0,0
"1870116",3882,487,1287,19,0,3
"1870117",3883,1246,2559,85,4,11
"1870118",3884,15,31,0,0,0
"1870119",3885,348,1075,15,6,3
"1870120",3886,221,696,12,3,0
"1870121",3887,30,73,0,0,0
"1870122",3888,10,28,0,0,0
"1870123",3889,7,2,1,0,0
"1870124",3890,0,2,0,0,0
"1870125",3891,27,106,2,0,0
"1870126",3892,3,12,0,0,0
"1870127",3893,1,11,0,0,0
"1870201",3894,133,175,1,2,0
"1870202",3895,422,213,7,4,1
"1870203",3896,170,121,2,0,1
"1870204",3897,493,426,12,0,0
"1870205",3898,245,674,16,1,3
"1870206",3899,859,593,15,1,3
"1870207",3900,357,237,10,4,3
"1870208",3901,689,2128,35,10,6
"1870209",3902,263,146,7,4,0
"1870210",3903,245,299,7,3,3
"1870211",3904,43,47,1,0,0
"1870212",3905,59,40,0,0,0
"1870213",3906,650,1474,41,4,4
"1870214",3907,125,374,7,1,1
"1870215",3908,232,511,4,1,1
"1870216",3909,11,43,0,0,0
"1870217",3910,52,50,0,0,0
"1870218",3911,22,23,0,1,0
"1870219",3912,25,40,2,0,1
"1870220",3913,31,23,0,0,0
"1870221",3914,4,16,0,0,0
"1870222",3915,1,1,0,0,0
"1870223",3916,93,89,1,2,0
"1870224",3917,60,27,0,1,0
"1870225",3918,9,4,0,0,0
"1870226",3919,80,137,3,0,0
"1870301",3920,1214,1490,36,8,6
"1870302",3921,1554,1836,52,5,8
"1870303",3922,404,666,9,3,0
"1870304",3923,1205,1790,40,11,9
"1870305",3924,1402,1764,37,8,7
"1870306",3925,1232,1787,34,4,11
"1870307",3926,1562,1877,58,10,3
"1870308",3927,602,1011,29,7,2
"1870401",3928,387,1037,24,2,0
"1870402",3929,545,753,23,3,2
"1870403",3930,802,1091,19,11,4
"1870404",3931,1195,1417,44,8,7
"1870405",3932,335,1256,20,7,1
"1870406",3933,249,1319,11,3,3
"1870407",3934,269,1119,12,3,1
"1870408",3935,1157,2287,51,8,9
"1870409",3936,2298,1961,50,7,15
"1870410",3937,22,90,1,0,0
"1870411",3938,1206,1561,33,8,11
"1890101",3939,49,184,1,0,0
"1890102",3940,16,49,1,0,0
"1890103",3941,108,129,3,0,0
"1890104",3942,108,170,2,2,0
"1890105",3943,33,67,5,2,0
"1890110",3944,32,239,0,0,0
"1890111",3945,107,319,2,2,0
"1890112",3946,53,383,4,1,0
"1890202",3947,69,75,3,1,0
"1890203",3948,106,139,0,2,0
"1890204",3949,127,243,3,3,0
"1890205",3950,33,28,1,1,0
"1890206",3951,10,22,1,0,0
"1890213",3952,30,116,1,0,0
"1890214",3953,123,339,6,2,0
"1890215",3954,53,162,2,0,0
"1890304",3955,140,419,6,1,0
"1890305",3956,131,624,4,3,0
"1890306",3957,21,23,0,0,0
"1890307",3958,67,148,3,1,0
"1890308",3959,7,27,0,0,0
"1890316",3960,144,550,7,3,0
"1890317",3961,12,85,0,0,0
"1890318",3962,118,639,10,1,0
"1890406",3963,139,215,5,3,0
"1890407",3964,177,731,10,0,0
"1890408",3965,101,392,9,1,2
"1890409",3966,135,307,7,2,0
"1890419",3967,12,118,0,0,0
"1890420",3968,18,235,1,0,0
"1910101",3969,48,183,1,0,1
"1910201",3970,8,58,0,0,0
"1910202",3971,33,224,0,1,0
"1910301",3972,11,56,1,0,0
"1910302",3973,38,189,1,0,0
"1910401",3974,17,184,1,0,0
"1910402",3975,13,101,0,0,0
"1930001",3976,106,616,5,5,3
"1930004",3977,25,92,2,4,2
"1930005",3978,19,100,2,5,2
"1930007",3979,185,886,11,2,3
"1930009",3980,22,127,4,4,3
"1930012",3981,10,159,3,2,1
"1930014",3982,17,129,1,2,1
"1930015",3983,7,130,3,1,1
"1930017",3984,18,121,2,5,2
"1930022",3985,127,625,14,5,2
"1930023",3986,103,625,5,4,2
"1950001",3987,34,432,4,0,0
"1950002",3988,0,21,0,0,0
"1950003",3989,12,181,3,1,1
"1950004",3990,32,409,2,1,1
"1950005",3991,29,296,11,0,0
"1950006",3992,46,382,6,1,0
"1950007",3993,1,38,0,0,0
"1950009",3994,12,89,1,0,0
"1970001",3995,70,371,4,0,0
"1970002",3996,50,280,1,0,0
"1970003",3997,56,305,3,0,0
"1970004",3998,65,374,1,0,0
"1990001",3999,291,776,10,0,0
"1990002",4000,361,3172,41,6,0
"1990003",4001,17,450,4,2,0
"1990004",4002,42,593,2,0,0
"1990005",4003,24,437,2,0,0
"1990006",4004,335,3206,41,5,0
"1990007",4005,32,542,3,0,0
"1990008",4006,69,594,7,0,0
"1990009",4007,349,1414,20,0,0
"1990010",4008,594,581,11,2,0
"1990011",4009,78,650,7,1,0
"1990012",4010,94,651,6,1,0
"1990013",4011,154,1634,27,2,0
"1990014",4012,91,947,3,2,0
"1990015",4013,150,1288,13,2,0
"1990016",4014,155,1493,13,1,0
"1990017",4015,68,832,9,0,0
"1990018",4016,497,3922,48,2,0
"1990019",4017,73,676,9,1,0
"2010001",4018,1897,745,46,9,0
"2010002",4019,1093,448,44,3,0
"2010003",4020,1120,502,33,2,0
"2010004",4021,1187,454,31,4,0
"2010005",4022,894,345,20,6,0
"2010006",4023,1708,1258,27,15,0
"2010007",4024,491,34,2,1,0
